Tournament,Country,City,Coordinates,Date,Series,Court,Surface,Round,Best_of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Score
European Open,Belgium,Antwerp,"[4.4025, 51.2194]",2017-10-20,ATP Tour 250,Indoor,Hard,Quarterfinals,3,Benneteau J.,Tsonga J.W.,Tsonga J.W.,93,17,575,2285,6-7 2-6
European Open,Belgium,Antwerp,"[4.4025, 51.2194]",2017-10-20,ATP Tour 250,Indoor,Hard,Quarterfinals,3,Tsitsipas S.,Goffin D.,Tsitsipas S.,122,10,466,2885,2-6 7-6 7-6
European Open,Belgium,Antwerp,"[4.4025, 51.2194]",2017-10-20,ATP Tour 250,Indoor,Hard,Quarterfinals,3,Ferrer D.,Schwartzman D.,Schwartzman D.,31,26,1425,1720,5-7 2-6
European Open,Belgium,Antwerp,"[4.4025, 51.2194]",2017-10-21,ATP Tour 250,Indoor,Hard,Semifinals,3,Tsonga J.W.,Bemelmans R.,Tsonga J.W.,17,98,2285,544,6-3 6-3
European Open,Belgium,Antwerp,"[4.4025, 51.2194]",2017-10-21,ATP Tour 250,Indoor,Hard,Semifinals,3,Tsitsipas S.,Schwartzman D.,Schwartzman D.,122,26,466,1720,3-6 5-7
European Open,Belgium,Antwerp,"[4.4025, 51.2194]",2017-10-22,ATP Tour 250,Indoor,Hard,The Final,3,Tsonga J.W.,Schwartzman D.,Tsonga J.W.,17,26,2285,1720,6-3 7-5
Kremlin Cup,Russia,Moscow,"[37.6173, 55.7558]",2017-10-16,ATP Tour 250,Indoor,Hard,1st Round,3,Coric B.,Sela D.,Sela D.,56,72,886,710,3-6 2-6
Kremlin Cup,Russia,Moscow,"[37.6173, 55.7558]",2017-10-16,ATP Tour 250,Indoor,Hard,1st Round,3,Bhambri Y.,Safiullin R.,Bhambri Y.,146,475,372,79,6-2 6-4
Kremlin Cup,Russia,Moscow,"[37.6173, 55.7558]",2017-10-16,ATP Tour 250,Indoor,Hard,1st Round,3,Gabashvili T.,Bublik A.,Bublik A.,229,107,220,520,3-6 4-6
Kremlin Cup,Russia,Moscow,"[37.6173, 55.7558]",2017-10-17,ATP Tour 250,Indoor,Hard,1st Round,3,Dzumhur D.,Fabbiano T.,Dzumhur D.,38,75,1181,699,6-3 0-6 6-2
Kremlin Cup,Russia,Moscow,"[37.6173, 55.7558]",2017-10-17,ATP Tour 250,Indoor,Hard,1st Round,3,Kravchuk K.,Rosol L.,Rosol L.,260,204,195,258,6-4 3-6 6-7
Kremlin Cup,Russia,Moscow,"[37.6173, 55.7558]",2017-10-17,ATP Tour 250,Indoor,Hard,1st Round,3,Dutra Silva R.,Donskoy E.,Dutra Silva R.,381,73,110,707,6-3 7-5
Kremlin Cup,Russia,Moscow,"[37.6173, 55.7558]",2017-10-17,ATP Tour 250,Indoor,Hard,1st Round,3,Lorenzi P.,Djere L.,Djere L.,40,90,1155,583,6-4 6-7 4-6
Kremlin Cup,Russia,Moscow,"[37.6173, 55.7558]",2017-10-17,ATP Tour 250,Indoor,Hard,1st Round,3,Berankis R.,Lajovic D.,Berankis R.,169,70,310,726,6-3 7-6
Kremlin Cup,Russia,Moscow,"[37.6173, 55.7558]",2017-10-17,ATP Tour 250,Indoor,Hard,1st Round,3,Rublev A.,Krajinovic F.,Krajinovic F.,35,77,1286,657,5-7 6-7
Kremlin Cup,Russia,Moscow,"[37.6173, 55.7558]",2017-10-18,ATP Tour 250,Indoor,Hard,1st Round,3,Medvedev D.,Kuznetsov An.,Medvedev D.,67,95,784,566,6-4 2-6 7-6
Kremlin Cup,Russia,Moscow,"[37.6173, 55.7558]",2017-10-18,ATP Tour 250,Indoor,Hard,2nd Round,3,Dutra Silva R.,Sela D.,Sela D.,381,72,110,710,5-7 1-6
Kremlin Cup,Russia,Moscow,"[37.6173, 55.7558]",2017-10-18,ATP Tour 250,Indoor,Hard,2nd Round,3,Dzumhur D.,Bhambri Y.,Dzumhur D.,38,146,1181,372,4-6 7-5 6-4
Kremlin Cup,Russia,Moscow,"[37.6173, 55.7558]",2017-10-18,ATP Tour 250,Indoor,Hard,2nd Round,3,Rosol L.,Mannarino A.,Mannarino A.,204,29,258,1535,3-6 6-7
Kremlin Cup,Russia,Moscow,"[37.6173, 55.7558]",2017-10-18,ATP Tour 250,Indoor,Hard,2nd Round,3,Seppi A.,Kohlschreiber P.,Seppi A.,88,32,626,1340,6-7 7-6 6-3
Kremlin Cup,Russia,Moscow,"[37.6173, 55.7558]",2017-10-19,ATP Tour 250,Indoor,Hard,2nd Round,3,Djere L.,Basic M.,Basic M.,90,209,583,247,1-6 1-6
Kremlin Cup,Russia,Moscow,"[37.6173, 55.7558]",2017-10-19,ATP Tour 250,Indoor,Hard,2nd Round,3,Medvedev D.,Carreno Busta P.,Medvedev D.,67,11,784,2855,6-3 6-3
Kremlin Cup,Russia,Moscow,"[37.6173, 55.7558]",2017-10-19,ATP Tour 250,Indoor,Hard,2nd Round,3,Krajinovic F.,Berankis R.,Berankis R.,77,169,657,310,6-3 5-7 4-6
Kremlin Cup,Russia,Moscow,"[37.6173, 55.7558]",2017-10-19,ATP Tour 250,Indoor,Hard,2nd Round,3,Bublik A.,Ramos-Vinolas A.,Bublik A.,107,23,520,1925,4-6 7-5 6-2
Kremlin Cup,Russia,Moscow,"[37.6173, 55.7558]",2017-10-20,ATP Tour 250,Indoor,Hard,Quarterfinals,3,Seppi A.,Dzumhur D.,Dzumhur D.,88,38,626,1181,6-4 2-6 4-6
Kremlin Cup,Russia,Moscow,"[37.6173, 55.7558]",2017-10-20,ATP Tour 250,Indoor,Hard,Quarterfinals,3,Mannarino A.,Sela D.,Mannarino A.,29,72,1535,710,6-7 6-1 6-2
Kremlin Cup,Russia,Moscow,"[37.6173, 55.7558]",2017-10-20,ATP Tour 250,Indoor,Hard,Quarterfinals,3,Medvedev D.,Basic M.,Basic M.,67,209,784,247,6-3 4-6 1-6
Kremlin Cup,Russia,Moscow,"[37.6173, 55.7558]",2017-10-20,ATP Tour 250,Indoor,Hard,Quarterfinals,3,Berankis R.,Bublik A.,Berankis R.,169,107,310,520,7-5 6-1
Kremlin Cup,Russia,Moscow,"[37.6173, 55.7558]",2017-10-21,ATP Tour 250,Indoor,Hard,Semifinals,3,Basic M.,Dzumhur D.,Dzumhur D.,209,38,247,1181,0-6 6-7
Kremlin Cup,Russia,Moscow,"[37.6173, 55.7558]",2017-10-21,ATP Tour 250,Indoor,Hard,Semifinals,3,Berankis R.,Mannarino A.,Berankis R.,169,29,310,1535,3-6 6-4 6-1
Kremlin Cup,Russia,Moscow,"[37.6173, 55.7558]",2017-10-22,ATP Tour 250,Indoor,Hard,The Final,3,Berankis R.,Dzumhur D.,Dzumhur D.,169,38,310,1181,2-6 6-1 4-6
Stockholm Open,Sweden,Stockholm,"[18.0686, 59.3293]",2017-10-17,ATP Tour 250,Indoor,Hard,1st Round,3,Chardy J.,Giannessi A.,Chardy J.,84,139,640,399,6-0 7-5
Stockholm Open,Sweden,Stockholm,"[18.0686, 59.3293]",2017-10-17,ATP Tour 250,Indoor,Hard,1st Round,3,Istomin D.,Sugita Y.,Sugita Y.,57,37,885,1184,6-1 3-6 6-7
Stockholm Open,Sweden,Stockholm,"[18.0686, 59.3293]",2017-10-17,ATP Tour 250,Indoor,Hard,1st Round,3,Fognini F.,Jaziri M.,Fognini F.,27,89,1695,596,7-5 6-1
Stockholm Open,Sweden,Stockholm,"[18.0686, 59.3293]",2017-10-17,ATP Tour 250,Indoor,Hard,1st Round,3,Fucsovics M.,Chung H.,Chung H.,103,54,531,897,3-6 2-6
Stockholm Open,Sweden,Stockholm,"[18.0686, 59.3293]",2017-10-17,ATP Tour 250,Indoor,Hard,1st Round,3,Verdasco F.,Haase R.,Verdasco F.,43,44,1090,1075,6-3 6-1
Stockholm Open,Sweden,Stockholm,"[18.0686, 59.3293]",2017-10-17,ATP Tour 250,Indoor,Hard,1st Round,3,Lacko L.,Zopp J.,Zopp J.,117,180,478,298,4-6 7-6 2-6
Stockholm Open,Sweden,Stockholm,"[18.0686, 59.3293]",2017-10-17,ATP Tour 250,Indoor,Hard,1st Round,3,Ymer E.,Mayer L.,Ymer E.,202,53,264,905,6-4 3-6 7-5
Stockholm Open,Sweden,Stockholm,"[18.0686, 59.3293]",2017-10-17,ATP Tour 250,Indoor,Hard,1st Round,3,Gombos N.,Baghdatis M.,Baghdatis M.,83,91,643,580,3-6 4-6
Stockholm Open,Sweden,Stockholm,"[18.0686, 59.3293]",2017-10-18,ATP Tour 250,Indoor,Hard,1st Round,3,Janowicz J.,Herbert P.H.,Janowicz J.,141,85,384,636,6-2 3-6 6-3
Stockholm Open,Sweden,Stockholm,"[18.0686, 59.3293]",2017-10-18,ATP Tour 250,Indoor,Hard,1st Round,3,Copil M.,Struff J.L.,Struff J.L.,74,49,703,933,7-6 4-6 6-7
Stockholm Open,Sweden,Stockholm,"[18.0686, 59.3293]",2017-10-18,ATP Tour 250,Indoor,Hard,1st Round,3,Troicki V.,Bolelli S.,Troicki V.,48,190,985,277,6-3 6-3
Stockholm Open,Sweden,Stockholm,"[18.0686, 59.3293]",2017-10-18,ATP Tour 250,Indoor,Hard,1st Round,3,Ymer M.,Zverev M.,Zverev M.,397,30,102,1457,6-1 5-7 4-6
Stockholm Open,Sweden,Stockholm,"[18.0686, 59.3293]",2017-10-18,ATP Tour 250,Indoor,Hard,2nd Round,3,Verdasco F.,Zopp J.,Verdasco F.,43,180,1090,298,6-4 6-2
Stockholm Open,Sweden,Stockholm,"[18.0686, 59.3293]",2017-10-18,ATP Tour 250,Indoor,Hard,2nd Round,3,Ymer E.,Fognini F.,Fognini F.,202,27,264,1695,4-6 6-3 6-7
Stockholm Open,Sweden,Stockholm,"[18.0686, 59.3293]",2017-10-18,ATP Tour 250,Indoor,Hard,2nd Round,3,Sock J.,Chardy J.,Sock J.,21,84,2005,640,6-4 6-4
Stockholm Open,Sweden,Stockholm,"[18.0686, 59.3293]",2017-10-19,ATP Tour 250,Indoor,Hard,2nd Round,3,Baghdatis M.,Sugita Y.,Sugita Y.,91,37,580,1184,3-6 6-3 2-6
Stockholm Open,Sweden,Stockholm,"[18.0686, 59.3293]",2017-10-19,ATP Tour 250,Indoor,Hard,2nd Round,3,Anderson K.,Chung H.,Anderson K.,16,54,2470,897,6-3 6-2
Stockholm Open,Sweden,Stockholm,"[18.0686, 59.3293]",2017-10-19,ATP Tour 250,Indoor,Hard,2nd Round,3,Troicki V.,Zverev M.,Zverev M.,48,30,985,1457,2-6 3-6
Stockholm Open,Sweden,Stockholm,"[18.0686, 59.3293]",2017-10-19,ATP Tour 250,Indoor,Hard,2nd Round,3,Dimitrov G.,Janowicz J.,Dimitrov G.,8,141,3590,384,7-5 7-6
Stockholm Open,Sweden,Stockholm,"[18.0686, 59.3293]",2017-10-19,ATP Tour 250,Indoor,Hard,2nd Round,3,Struff J.L.,Del Potro J.M.,Del Potro J.M.,49,19,933,2225,2-6 6-7
Stockholm Open,Sweden,Stockholm,"[18.0686, 59.3293]",2017-10-20,ATP Tour 250,Indoor,Hard,Quarterfinals,3,Fognini F.,Sock J.,Fognini F.,27,21,1695,2005,6-7 7-6 7-5
Stockholm Open,Sweden,Stockholm,"[18.0686, 59.3293]",2017-10-20,ATP Tour 250,Indoor,Hard,Quarterfinals,3,Zverev M.,Dimitrov G.,Dimitrov G.,30,8,1457,3590,3-6 4-6
Stockholm Open,Sweden,Stockholm,"[18.0686, 59.3293]",2017-10-20,ATP Tour 250,Indoor,Hard,Quarterfinals,3,Del Potro J.M.,Sugita Y.,Del Potro J.M.,19,37,2225,1184,6-2 7-6
Stockholm Open,Sweden,Stockholm,"[18.0686, 59.3293]",2017-10-20,ATP Tour 250,Indoor,Hard,Quarterfinals,3,Anderson K.,Verdasco F.,Verdasco F.,16,43,2470,1090,6-7 6-7
Stockholm Open,Sweden,Stockholm,"[18.0686, 59.3293]",2017-10-21,ATP Tour 250,Indoor,Hard,Semifinals,3,Dimitrov G.,Fognini F.,Dimitrov G.,8,27,3590,1695,6-3 7-6
Stockholm Open,Sweden,Stockholm,"[18.0686, 59.3293]",2017-10-21,ATP Tour 250,Indoor,Hard,Semifinals,3,Verdasco F.,Del Potro J.M.,Del Potro J.M.,43,19,1090,2225,7-6 4-6 6-7
Stockholm Open,Sweden,Stockholm,"[18.0686, 59.3293]",2017-10-22,ATP Tour 250,Indoor,Hard,The Final,3,Del Potro J.M.,Dimitrov G.,Del Potro J.M.,19,8,2225,3590,6-4 6-2
Swiss Indoors,Switzerland,Basel,"[7.5886, 47.5596]",2017-10-23,ATP Tour 500,Indoor,Hard,1st Round,3,Kukushkin M.,Bautista Agut R.,Bautista Agut R.,82,21,639,1935,0-6 3-6
Swiss Indoors,Switzerland,Basel,"[7.5886, 47.5596]",2017-10-23,ATP Tour 500,Indoor,Hard,1st Round,3,Shapovalov D.,Sugita Y.,Shapovalov D.,49,38,926,1219,4-6 6-2 7-6
Swiss Indoors,Switzerland,Basel,"[7.5886, 47.5596]",2017-10-23,ATP Tour 500,Indoor,Hard,1st Round,3,Lorenzi P.,Chung H.,Chung H.,41,57,1155,877,3-6 1-6
Swiss Indoors,Switzerland,Basel,"[7.5886, 47.5596]",2017-10-23,ATP Tour 500,Indoor,Hard,1st Round,3,Haase R.,Chiudinelli M.,Haase R.,44,366,1075,117,6-2 7-6
Swiss Indoors,Switzerland,Basel,"[7.5886, 47.5596]",2017-10-24,ATP Tour 500,Indoor,Hard,1st Round,3,Johnson S.,Paire B.,Paire B.,43,40,1090,1155,3-6 6-7
Swiss Indoors,Switzerland,Basel,"[7.5886, 47.5596]",2017-10-24,ATP Tour 500,Indoor,Hard,1st Round,3,Mayer L.,Zverev M.,Mayer L.,52,30,897,1457,7-5 7-5
Swiss Indoors,Switzerland,Basel,"[7.5886, 47.5596]",2017-10-24,ATP Tour 500,Indoor,Hard,1st Round,3,Pospisil V.,Sock J.,Sock J.,105,23,528,1900,6-3 6-7 5-7
Swiss Indoors,Switzerland,Basel,"[7.5886, 47.5596]",2017-10-24,ATP Tour 500,Indoor,Hard,1st Round,3,Goffin D.,Gojowczyk P.,Goffin D.,10,69,2840,758,6-2 7-5
Swiss Indoors,Switzerland,Basel,"[7.5886, 47.5596]",2017-10-24,ATP Tour 500,Indoor,Hard,1st Round,3,Tiafoe F.,Federer R.,Federer R.,76,2,663,8505,1-6 3-6
Swiss Indoors,Switzerland,Basel,"[7.5886, 47.5596]",2017-10-24,ATP Tour 500,Indoor,Hard,1st Round,3,Harrison R.,Dolgopolov O.,Harrison R.,46,37,1003,1231,6-4 6-1
Swiss Indoors,Switzerland,Basel,"[7.5886, 47.5596]",2017-10-25,ATP Tour 500,Indoor,Hard,1st Round,3,Donaldson J.,Fucsovics M.,Fucsovics M.,50,100,908,537,0-6 1-6
Swiss Indoors,Switzerland,Basel,"[7.5886, 47.5596]",2017-10-25,ATP Tour 500,Indoor,Hard,1st Round,3,Mannarino A.,Bemelmans R.,Mannarino A.,28,84,1580,628,7-6 4-6 6-1
Swiss Indoors,Switzerland,Basel,"[7.5886, 47.5596]",2017-10-25,ATP Tour 500,Indoor,Hard,1st Round,3,Laaksonen H.,Coric B.,Coric B.,94,54,571,886,7-6 1-6 3-6
Swiss Indoors,Switzerland,Basel,"[7.5886, 47.5596]",2017-10-25,ATP Tour 500,Indoor,Hard,1st Round,3,Benneteau J.,Young D.,Benneteau J.,93,58,575,865,6-4 6-2
Swiss Indoors,Switzerland,Basel,"[7.5886, 47.5596]",2017-10-25,ATP Tour 500,Indoor,Hard,1st Round,3,Sousa J.,Del Potro J.M.,Del Potro J.M.,60,19,825,2225,1-6 6-4 1-6
Swiss Indoors,Switzerland,Basel,"[7.5886, 47.5596]",2017-10-25,ATP Tour 500,Indoor,Hard,2nd Round,3,Bautista Agut R.,Harrison R.,Bautista Agut R.,21,46,1935,1003,6-3 7-6
Swiss Indoors,Switzerland,Basel,"[7.5886, 47.5596]",2017-10-25,ATP Tour 500,Indoor,Hard,2nd Round,3,Haase R.,Sock J.,Sock J.,44,23,1075,1900,4-6 6-2 4-6
Swiss Indoors,Switzerland,Basel,"[7.5886, 47.5596]",2017-10-25,ATP Tour 500,Indoor,Hard,2nd Round,3,Goffin D.,Chung H.,Goffin D.,10,57,2840,877,6-4 6-1
Swiss Indoors,Switzerland,Basel,"[7.5886, 47.5596]",2017-10-26,ATP Tour 500,Indoor,Hard,2nd Round,3,Benneteau J.,Del Potro J.M.,Del Potro J.M.,93,19,575,2225,4-6 4-6
Swiss Indoors,Switzerland,Basel,"[7.5886, 47.5596]",2017-10-26,ATP Tour 500,Indoor,Hard,2nd Round,3,Cilic M.,Coric B.,Cilic M.,4,54,4505,886,6-3 3-6 6-3
Swiss Indoors,Switzerland,Basel,"[7.5886, 47.5596]",2017-10-26,ATP Tour 500,Indoor,Hard,2nd Round,3,Paire B.,Federer R.,Federer R.,40,2,1155,8505,1-6 3-6
Swiss Indoors,Switzerland,Basel,"[7.5886, 47.5596]",2017-10-26,ATP Tour 500,Indoor,Hard,2nd Round,3,Mannarino A.,Shapovalov D.,Mannarino A.,28,49,1580,926,4-6 6-1 6-2
Swiss Indoors,Switzerland,Basel,"[7.5886, 47.5596]",2017-10-27,ATP Tour 500,Indoor,Hard,Quarterfinals,3,Bautista Agut R.,Del Potro J.M.,Del Potro J.M.,21,19,1935,2225,2-6 6-2 4-6
Swiss Indoors,Switzerland,Basel,"[7.5886, 47.5596]",2017-10-27,ATP Tour 500,Indoor,Hard,Quarterfinals,3,Cilic M.,Fucsovics M.,Cilic M.,4,100,4505,537,7-6 5-7 7-6
Swiss Indoors,Switzerland,Basel,"[7.5886, 47.5596]",2017-10-27,ATP Tour 500,Indoor,Hard,Quarterfinals,3,Mannarino A.,Federer R.,Federer R.,28,2,1580,8505,6-4 1-6 3-6
Swiss Indoors,Switzerland,Basel,"[7.5886, 47.5596]",2017-10-27,ATP Tour 500,Indoor,Hard,Quarterfinals,3,Goffin D.,Sock J.,Goffin D.,10,23,2840,1900,7-6 6-3
Swiss Indoors,Switzerland,Basel,"[7.5886, 47.5596]",2017-10-28,ATP Tour 500,Indoor,Hard,Semifinals,3,Cilic M.,Del Potro J.M.,Del Potro J.M.,4,19,4505,2225,4-6 4-6
Swiss Indoors,Switzerland,Basel,"[7.5886, 47.5596]",2017-10-28,ATP Tour 500,Indoor,Hard,Semifinals,3,Federer R.,Goffin D.,Federer R.,2,10,8505,2840,6-1 6-2
Swiss Indoors,Switzerland,Basel,"[7.5886, 47.5596]",2017-10-29,ATP Tour 500,Indoor,Hard,The Final,3,Del Potro J.M.,Federer R.,Federer R.,19,2,2225,8505,7-6 4-6 3-6
Erste Bank Open,Austria,Vienna,"[16.3738, 48.2082]",2017-10-23,ATP Tour 500,Indoor,Hard,1st Round,3,Simon G.,Gulbis E.,Simon G.,74,203,690,258,6-3 6-3
Erste Bank Open,Austria,Vienna,"[16.3738, 48.2082]",2017-10-23,ATP Tour 500,Indoor,Hard,1st Round,3,Lopez F.,Gasquet R.,Gasquet R.,33,32,1295,1375,2-6 3-6
Erste Bank Open,Austria,Vienna,"[16.3738, 48.2082]",2017-10-23,ATP Tour 500,Indoor,Hard,1st Round,3,Herbert P.H.,Tomic B.,Herbert P.H.,83,145,630,386,7-6 7-5
Erste Bank Open,Austria,Vienna,"[16.3738, 48.2082]",2017-10-23,ATP Tour 500,Indoor,Hard,1st Round,3,Isner J.,Kohlschreiber P.,Kohlschreiber P.,13,34,2550,1295,6-7 4-6
Erste Bank Open,Austria,Vienna,"[16.3738, 48.2082]",2017-10-23,ATP Tour 500,Indoor,Hard,1st Round,3,Zverev A.,Troicki V.,Zverev A.,5,48,4400,985,6-3 4-6 6-4
Erste Bank Open,Austria,Vienna,"[16.3738, 48.2082]",2017-10-24,ATP Tour 500,Indoor,Hard,1st Round,3,Ferrer D.,Edmund K.,Edmund K.,29,63,1470,807,2-6 6-7
Erste Bank Open,Austria,Vienna,"[16.3738, 48.2082]",2017-10-24,ATP Tour 500,Indoor,Hard,1st Round,3,Novak D.,Fabbiano T.,Novak D.,284,72,172,699,7-6 7-5
Erste Bank Open,Austria,Vienna,"[16.3738, 48.2082]",2017-10-24,ATP Tour 500,Indoor,Hard,1st Round,3,Anderson K.,Garcia-Lopez G.,Garcia-Lopez G.,17,81,2470,645,4-6 4-6
Erste Bank Open,Austria,Vienna,"[16.3738, 48.2082]",2017-10-24,ATP Tour 500,Indoor,Hard,1st Round,3,Ramos-Vinolas A.,Querrey S.,Ramos-Vinolas A.,22,14,1925,2525,3-6 7-6 7-6
Erste Bank Open,Austria,Vienna,"[16.3738, 48.2082]",2017-10-24,ATP Tour 500,Indoor,Hard,1st Round,3,Ofner S.,Pouille L.,Pouille L.,137,25,414,1780,3-6 4-6
Erste Bank Open,Austria,Vienna,"[16.3738, 48.2082]",2017-10-24,ATP Tour 500,Indoor,Hard,1st Round,3,Thiem D.,Rublev A.,Thiem D.,6,35,3935,1286,6-4 6-3
Erste Bank Open,Austria,Vienna,"[16.3738, 48.2082]",2017-10-24,ATP Tour 500,Indoor,Hard,1st Round,3,Cuevas P.,Struff J.L.,Struff J.L.,36,51,1280,908,5-7 1-6
Erste Bank Open,Austria,Vienna,"[16.3738, 48.2082]",2017-10-24,ATP Tour 500,Indoor,Hard,1st Round,3,Carreno Busta P.,Pella G.,Carreno Busta P.,11,64,2650,792,6-2 7-6
Erste Bank Open,Austria,Vienna,"[16.3738, 48.2082]",2017-10-25,ATP Tour 500,Indoor,Hard,1st Round,3,Fognini F.,Schwartzman D.,Schwartzman D.,27,26,1635,1720,1-6 6-2 2-6
Erste Bank Open,Austria,Vienna,"[16.3738, 48.2082]",2017-10-25,ATP Tour 500,Indoor,Hard,1st Round,3,Dzumhur D.,Berankis R.,Dzumhur D.,31,126,1411,460,6-4 6-2
Erste Bank Open,Austria,Vienna,"[16.3738, 48.2082]",2017-10-25,ATP Tour 500,Indoor,Hard,1st Round,3,Khachanov K.,Tsonga J.W.,Tsonga J.W.,42,15,1110,2490,7-6 4-6 3-6
Erste Bank Open,Austria,Vienna,"[16.3738, 48.2082]",2017-10-25,ATP Tour 500,Indoor,Hard,2nd Round,3,Kohlschreiber P.,Herbert P.H.,Kohlschreiber P.,34,83,1295,630,7-6 6-3
Erste Bank Open,Austria,Vienna,"[16.3738, 48.2082]",2017-10-25,ATP Tour 500,Indoor,Hard,2nd Round,3,Simon G.,Zverev A.,Zverev A.,74,5,690,4400,6-7 4-6
Erste Bank Open,Austria,Vienna,"[16.3738, 48.2082]",2017-10-26,ATP Tour 500,Indoor,Hard,2nd Round,3,Schwartzman D.,Carreno Busta P.,Schwartzman D.,26,11,1720,2650,5-7 6-1 6-1
Erste Bank Open,Austria,Vienna,"[16.3738, 48.2082]",2017-10-26,ATP Tour 500,Indoor,Hard,2nd Round,3,Garcia-Lopez G.,Pouille L.,Pouille L.,81,25,645,1780,3-6 6-7
Erste Bank Open,Austria,Vienna,"[16.3738, 48.2082]",2017-10-26,ATP Tour 500,Indoor,Hard,2nd Round,3,Edmund K.,Novak D.,Edmund K.,63,284,807,172,7-6 6-7 7-6
Erste Bank Open,Austria,Vienna,"[16.3738, 48.2082]",2017-10-26,ATP Tour 500,Indoor,Hard,2nd Round,3,Ramos-Vinolas A.,Struff J.L.,Struff J.L.,22,51,1925,908,7-6 2-6 6-7
Erste Bank Open,Austria,Vienna,"[16.3738, 48.2082]",2017-10-26,ATP Tour 500,Indoor,Hard,2nd Round,3,Tsonga J.W.,Dzumhur D.,Tsonga J.W.,15,31,2490,1411,6-7 7-6 6-1
Erste Bank Open,Austria,Vienna,"[16.3738, 48.2082]",2017-10-26,ATP Tour 500,Indoor,Hard,2nd Round,3,Thiem D.,Gasquet R.,Gasquet R.,6,32,3935,1375,6-4 5-7 1-6
Erste Bank Open,Austria,Vienna,"[16.3738, 48.2082]",2017-10-27,ATP Tour 500,Indoor,Hard,Quarterfinals,3,Edmund K.,Struff J.L.,Edmund K.,63,51,807,908,6-2 7-5
Erste Bank Open,Austria,Vienna,"[16.3738, 48.2082]",2017-10-27,ATP Tour 500,Indoor,Hard,Quarterfinals,3,Schwartzman D.,Kohlschreiber P.,Kohlschreiber P.,26,34,1720,1295,5-7 6-7
Erste Bank Open,Austria,Vienna,"[16.3738, 48.2082]",2017-10-27,ATP Tour 500,Indoor,Hard,Quarterfinals,3,Pouille L.,Gasquet R.,Pouille L.,25,32,1780,1375,7-6 6-1
Erste Bank Open,Austria,Vienna,"[16.3738, 48.2082]",2017-10-27,ATP Tour 500,Indoor,Hard,Quarterfinals,3,Zverev A.,Tsonga J.W.,Tsonga J.W.,5,15,4400,2490,6-7 2-6
Erste Bank Open,Austria,Vienna,"[16.3738, 48.2082]",2017-10-28,ATP Tour 500,Indoor,Hard,Semifinals,3,Pouille L.,Edmund K.,Pouille L.,25,63,1780,807,6-7 6-4 6-3
Erste Bank Open,Austria,Vienna,"[16.3738, 48.2082]",2017-10-28,ATP Tour 500,Indoor,Hard,Semifinals,3,Kohlschreiber P.,Tsonga J.W.,Tsonga J.W.,34,15,1295,2490,6-7 5-7
Erste Bank Open,Austria,Vienna,"[16.3738, 48.2082]",2017-10-29,ATP Tour 500,Indoor,Hard,The Final,3,Pouille L.,Tsonga J.W.,Pouille L.,25,15,1780,2490,6-1 6-4
BNP Paribas Masters,France,Paris,"[2.3522, 48.8566]",2017-10-30,ATP Masters 1000,Indoor,Hard,1st Round,3,Harrison R.,Gojowczyk P.,Gojowczyk P.,45,62,1032,778,6-7 3-6
BNP Paribas Masters,France,Paris,"[2.3522, 48.8566]",2017-10-30,ATP Masters 1000,Indoor,Hard,1st Round,3,Haase R.,Johnson S.,Haase R.,43,42,1075,1090,6-2 6-1
BNP Paribas Masters,France,Paris,"[2.3522, 48.8566]",2017-10-30,ATP Masters 1000,Indoor,Hard,1st Round,3,Pospisil V.,Mahut N.,Mahut N.,109,111,530,516,7-5 5-7 6-7
BNP Paribas Masters,France,Paris,"[2.3522, 48.8566]",2017-10-30,ATP Masters 1000,Indoor,Hard,1st Round,3,Chung H.,Zverev M.,Chung H.,55,32,889,1302,6-0 6-2
BNP Paribas Masters,France,Paris,"[2.3522, 48.8566]",2017-10-30,ATP Masters 1000,Indoor,Hard,1st Round,3,Sugita Y.,Krajinovic F.,Krajinovic F.,38,77,1219,681,4-6 2-6
BNP Paribas Masters,France,Paris,"[2.3522, 48.8566]",2017-10-30,ATP Masters 1000,Indoor,Hard,1st Round,3,Chardy J.,Simon G.,Chardy J.,88,74,615,690,6-3 6-0
BNP Paribas Masters,France,Paris,"[2.3522, 48.8566]",2017-10-30,ATP Masters 1000,Indoor,Hard,1st Round,3,Paire B.,Gasquet R.,Gasquet R.,40,30,1155,1420,3-6 6-4 4-6
BNP Paribas Masters,France,Paris,"[2.3522, 48.8566]",2017-10-30,ATP Masters 1000,Indoor,Hard,1st Round,3,Benneteau J.,Shapovalov D.,Benneteau J.,83,49,634,971,6-4 6-4
BNP Paribas Masters,France,Paris,"[2.3522, 48.8566]",2017-10-31,ATP Masters 1000,Indoor,Hard,1st Round,3,Donskoy E.,Edmund K.,Edmund K.,76,50,686,967,7-5 6-7 3-6
BNP Paribas Masters,France,Paris,"[2.3522, 48.8566]",2017-10-31,ATP Masters 1000,Indoor,Hard,1st Round,3,Schwartzman D.,Troicki V.,Schwartzman D.,25,53,1720,915,6-3 6-4
BNP Paribas Masters,France,Paris,"[2.3522, 48.8566]",2017-10-31,ATP Masters 1000,Indoor,Hard,1st Round,3,Lorenzi P.,Sousa J.,Sousa J.,41,58,1130,825,4-6 5-7
