Tournament,Country,City,Coordinates,Date,Series,Court,Surface,Round,Best_of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Score
Shenzhen Open,China,Shenzhen,"[114.0579, 22.5431]",2017-09-30,ATP Tour 250,Outdoor,Hard,Semifinals,3,Dolgopolov O.,Dzumhur D.,Dolgopolov O.,53,40,921,1121,6-3 6-4
Shenzhen Open,China,Shenzhen,"[114.0579, 22.5431]",2017-10-01,ATP Tour 250,Outdoor,Hard,The Final,3,Dolgopolov O.,Goffin D.,Goffin D.,53,12,921,2650,4-6 7-6 3-6
China Open,China,Beijing,"[116.4074, 39.9042]",2017-10-02,ATP Tour 500,Outdoor,Hard,1st Round,3,Bautista Agut R.,Zhang Ze,Bautista Agut R.,13,221,2525,231,6-1 6-3
China Open,China,Beijing,"[116.4074, 39.9042]",2017-10-02,ATP Tour 500,Outdoor,Hard,1st Round,3,Granollers M.,Bedene A.,Bedene A.,127,50,448,943,4-6 2-6
China Open,China,Beijing,"[116.4074, 39.9042]",2017-10-02,ATP Tour 500,Outdoor,Hard,1st Round,3,Fognini F.,Haase R.,Fognini F.,26,43,1650,1085,7-6 6-2
China Open,China,Beijing,"[116.4074, 39.9042]",2017-10-02,ATP Tour 500,Outdoor,Hard,1st Round,3,Carreno Busta P.,Darcis S.,Darcis S.,10,73,2855,691,0-6 4-6
China Open,China,Beijing,"[116.4074, 39.9042]",2017-10-02,ATP Tour 500,Outdoor,Hard,1st Round,3,Lajovic D.,Verdasco F.,Lajovic D.,78,41,652,1115,6-1 3-6 6-3
China Open,China,Beijing,"[116.4074, 39.9042]",2017-10-02,ATP Tour 500,Outdoor,Hard,1st Round,3,Struff J.L.,Zverev M.,Zverev M.,48,27,968,1627,7-5 4-6 4-6
China Open,China,Beijing,"[116.4074, 39.9042]",2017-10-03,ATP Tour 500,Outdoor,Hard,1st Round,3,Dimitrov G.,Dzumhur D.,Dimitrov G.,8,36,3575,1191,6-1 3-6 6-3
China Open,China,Beijing,"[116.4074, 39.9042]",2017-10-03,ATP Tour 500,Outdoor,Hard,1st Round,3,Basilashvili N.,Kyrgios N.,Kyrgios N.,60,19,862,2245,1-6 2-6
China Open,China,Beijing,"[116.4074, 39.9042]",2017-10-03,ATP Tour 500,Outdoor,Hard,1st Round,3,Mayer L.,Lorenzi P.,Mayer L.,54,38,899,1190,7-6 5-7 6-4
China Open,China,Beijing,"[116.4074, 39.9042]",2017-10-03,ATP Tour 500,Outdoor,Hard,1st Round,3,Cuevas P.,Del Potro J.M.,Del Potro J.M.,32,24,1325,1820,6-7 4-6
China Open,China,Beijing,"[116.4074, 39.9042]",2017-10-03,ATP Tour 500,Outdoor,Hard,1st Round,3,Isner J.,Jaziri M.,Isner J.,17,90,2425,605,6-2 6-3
China Open,China,Beijing,"[116.4074, 39.9042]",2017-10-03,ATP Tour 500,Outdoor,Hard,1st Round,3,Pouille L.,Nadal R.,Nadal R.,23,1,1825,9465,6-4 6-7 5-7
China Open,China,Beijing,"[116.4074, 39.9042]",2017-10-03,ATP Tour 500,Outdoor,Hard,1st Round,3,Rublev A.,Sock J.,Rublev A.,39,21,1182,2175,3-6 6-1 6-2
China Open,China,Beijing,"[116.4074, 39.9042]",2017-10-03,ATP Tour 500,Outdoor,Hard,1st Round,3,Donaldson J.,Berdych T.,Berdych T.,56,20,883,2195,3-6 6-0 2-6
China Open,China,Beijing,"[116.4074, 39.9042]",2017-10-03,ATP Tour 500,Outdoor,Hard,1st Round,3,Khachanov K.,Wu D.,Khachanov K.,42,231,1100,217,6-4 6-2
China Open,China,Beijing,"[116.4074, 39.9042]",2017-10-03,ATP Tour 500,Outdoor,Hard,1st Round,3,Edmund K.,Zverev A.,Zverev A.,47,4,992,4310,3-6 6-7
China Open,China,Beijing,"[116.4074, 39.9042]",2017-10-04,ATP Tour 500,Outdoor,Hard,2nd Round,3,Kyrgios N.,Zverev M.,Kyrgios N.,19,27,2245,1627,3-6 6-2 6-2
China Open,China,Beijing,"[116.4074, 39.9042]",2017-10-04,ATP Tour 500,Outdoor,Hard,2nd Round,3,Lajovic D.,Darcis S.,Darcis S.,78,73,652,691,3-6 4-6
China Open,China,Beijing,"[116.4074, 39.9042]",2017-10-04,ATP Tour 500,Outdoor,Hard,2nd Round,3,Dimitrov G.,Del Potro J.M.,Dimitrov G.,8,24,3575,1820,7-6 7-5
China Open,China,Beijing,"[116.4074, 39.9042]",2017-10-05,ATP Tour 500,Outdoor,Hard,2nd Round,3,Mayer L.,Isner J.,Isner J.,54,17,899,2425,0-6 3-6
China Open,China,Beijing,"[116.4074, 39.9042]",2017-10-05,ATP Tour 500,Outdoor,Hard,2nd Round,3,Nadal R.,Khachanov K.,Nadal R.,1,42,9465,1100,6-3 6-3
China Open,China,Beijing,"[116.4074, 39.9042]",2017-10-05,ATP Tour 500,Outdoor,Hard,2nd Round,3,Berdych T.,Rublev A.,Rublev A.,20,39,2195,1182,6-1 4-6 1-6
China Open,China,Beijing,"[116.4074, 39.9042]",2017-10-05,ATP Tour 500,Outdoor,Hard,2nd Round,3,Zverev A.,Fognini F.,Zverev A.,4,26,4310,1650,6-4 6-2
China Open,China,Beijing,"[116.4074, 39.9042]",2017-10-06,ATP Tour 500,Outdoor,Hard,Quarterfinals,3,Bautista Agut R.,Dimitrov G.,Dimitrov G.,13,8,2525,3575,6-7 6-4 2-6
China Open,China,Beijing,"[116.4074, 39.9042]",2017-10-06,ATP Tour 500,Outdoor,Hard,Quarterfinals,3,Nadal R.,Isner J.,Nadal R.,1,17,9465,2425,6-4 7-6
China Open,China,Beijing,"[116.4074, 39.9042]",2017-10-06,ATP Tour 500,Outdoor,Hard,Quarterfinals,3,Rublev A.,Zverev A.,Zverev A.,39,4,1182,4310,2-6 3-6
China Open,China,Beijing,"[116.4074, 39.9042]",2017-10-07,ATP Tour 500,Outdoor,Hard,Semifinals,3,Nadal R.,Dimitrov G.,Nadal R.,1,8,9465,3575,6-3 4-6 6-1
China Open,China,Beijing,"[116.4074, 39.9042]",2017-10-07,ATP Tour 500,Outdoor,Hard,Semifinals,3,Zverev A.,Kyrgios N.,Kyrgios N.,4,19,4310,2245,3-6 5-7
China Open,China,Beijing,"[116.4074, 39.9042]",2017-10-08,ATP Tour 500,Outdoor,Hard,The Final,3,Nadal R.,Kyrgios N.,Nadal R.,1,19,9465,2245,6-2 6-1
Rakuten Japan Open Tennis Championships,Japan,Tokyo,"[139.6503, 35.6762]",2017-10-02,ATP Tour 500,Outdoor,Hard,1st Round,3,Soeda G.,Mannarino A.,Mannarino A.,143,31,411,1335,5-7 6-7
Rakuten Japan Open Tennis Championships,Japan,Tokyo,"[139.6503, 35.6762]",2017-10-02,ATP Tour 500,Outdoor,Hard,1st Round,3,Tomic B.,Sousa J.,Tomic B.,162,58,345,870,6-3 3-6 6-3
Rakuten Japan Open Tennis Championships,Japan,Tokyo,"[139.6503, 35.6762]",2017-10-02,ATP Tour 500,Outdoor,Hard,1st Round,3,Tsitsipas S.,Cilic M.,Cilic M.,115,5,491,4155,3-6 2-6
Rakuten Japan Open Tennis Championships,Japan,Tokyo,"[139.6503, 35.6762]",2017-10-02,ATP Tour 500,Outdoor,Hard,1st Round,3,Harrison R.,Takahashi Y.,Harrison R.,52,262,920,194,6-4 4-6 6-4
Rakuten Japan Open Tennis Championships,Japan,Tokyo,"[139.6503, 35.6762]",2017-10-02,ATP Tour 500,Outdoor,Hard,1st Round,3,Simon G.,Anderson K.,Anderson K.,45,16,1005,2425,2-6 6-7
Rakuten Japan Open Tennis Championships,Japan,Tokyo,"[139.6503, 35.6762]",2017-10-02,ATP Tour 500,Outdoor,Hard,1st Round,3,Uchiyama Y.,Skugor F.,Uchiyama Y.,214,324,242,146,6-3 3-6 6-1
Rakuten Japan Open Tennis Championships,Japan,Tokyo,"[139.6503, 35.6762]",2017-10-02,ATP Tour 500,Outdoor,Hard,1st Round,3,Ramos-Vinolas A.,Vesely J.,Vesely J.,25,62,1755,825,2-6 6-2 3-6
Rakuten Japan Open Tennis Championships,Japan,Tokyo,"[139.6503, 35.6762]",2017-10-03,ATP Tour 500,Outdoor,Hard,1st Round,3,Raonic M.,Troicki V.,Raonic M.,12,55,2825,895,6-3 6-4
Rakuten Japan Open Tennis Championships,Japan,Tokyo,"[139.6503, 35.6762]",2017-10-03,ATP Tour 500,Outdoor,Hard,1st Round,3,Querrey S.,Gasquet R.,Gasquet R.,15,30,2445,1365,4-6 6-7
Rakuten Japan Open Tennis Championships,Japan,Tokyo,"[139.6503, 35.6762]",2017-10-03,ATP Tour 500,Outdoor,Hard,1st Round,3,Schwartzman D.,Young D.,Schwartzman D.,29,59,1585,865,6-2 7-5
Rakuten Japan Open Tennis Championships,Japan,Tokyo,"[139.6503, 35.6762]",2017-10-03,ATP Tour 500,Outdoor,Hard,1st Round,3,Karlovic I.,Ebden M.,Ebden M.,49,139,955,419,4-6 3-6
Rakuten Japan Open Tennis Championships,Japan,Tokyo,"[139.6503, 35.6762]",2017-10-03,ATP Tour 500,Outdoor,Hard,1st Round,3,Lu Y.H.,Daniel T.,Lu Y.H.,63,116,824,488,6-1 6-3
Rakuten Japan Open Tennis Championships,Japan,Tokyo,"[139.6503, 35.6762]",2017-10-03,ATP Tour 500,Outdoor,Hard,1st Round,3,Thiem D.,Johnson S.,Johnson S.,7,46,3925,1000,6-4 6-7 4-6
Rakuten Japan Open Tennis Championships,Japan,Tokyo,"[139.6503, 35.6762]",2017-10-04,ATP Tour 500,Outdoor,Hard,1st Round,3,Dolgopolov O.,Medvedev D.,Dolgopolov O.,44,64,1071,819,6-1 6-2
Rakuten Japan Open Tennis Championships,Japan,Tokyo,"[139.6503, 35.6762]",2017-10-04,ATP Tour 500,Outdoor,Hard,1st Round,3,Lopez F.,Goffin D.,Goffin D.,34,11,1295,2855,5-7 1-6
Rakuten Japan Open Tennis Championships,Japan,Tokyo,"[139.6503, 35.6762]",2017-10-04,ATP Tour 500,Outdoor,Hard,2nd Round,3,Mannarino A.,Vesely J.,Mannarino A.,31,62,1335,825,6-3 6-2
Rakuten Japan Open Tennis Championships,Japan,Tokyo,"[139.6503, 35.6762]",2017-10-04,ATP Tour 500,Outdoor,Hard,2nd Round,3,Tomic B.,Schwartzman D.,Schwartzman D.,162,29,345,1585,3-6 1-6
Rakuten Japan Open Tennis Championships,Japan,Tokyo,"[139.6503, 35.6762]",2017-10-04,ATP Tour 500,Outdoor,Hard,2nd Round,3,Harrison R.,Anderson K.,Harrison R.,52,16,920,2425,6-3 1-6 7-6
Rakuten Japan Open Tennis Championships,Japan,Tokyo,"[139.6503, 35.6762]",2017-10-04,ATP Tour 500,Outdoor,Hard,2nd Round,3,Uchiyama Y.,Cilic M.,Cilic M.,214,5,242,4155,3-6 4-6
Rakuten Japan Open Tennis Championships,Japan,Tokyo,"[139.6503, 35.6762]",2017-10-05,ATP Tour 500,Outdoor,Hard,2nd Round,3,Johnson S.,Dolgopolov O.,Johnson S.,46,44,1000,1071,6-2 6-4
Rakuten Japan Open Tennis Championships,Japan,Tokyo,"[139.6503, 35.6762]",2017-10-05,ATP Tour 500,Outdoor,Hard,2nd Round,3,Lu Y.H.,Gasquet R.,Gasquet R.,63,30,824,1365,0-6 6-7
Rakuten Japan Open Tennis Championships,Japan,Tokyo,"[139.6503, 35.6762]",2017-10-05,ATP Tour 500,Outdoor,Hard,2nd Round,3,Goffin D.,Ebden M.,Goffin D.,11,139,2855,419,2-6 7-5 7-6
Rakuten Japan Open Tennis Championships,Japan,Tokyo,"[139.6503, 35.6762]",2017-10-06,ATP Tour 500,Outdoor,Hard,Quarterfinals,3,Johnson S.,Schwartzman D.,Schwartzman D.,46,29,1000,1585,0-6 5-7
Rakuten Japan Open Tennis Championships,Japan,Tokyo,"[139.6503, 35.6762]",2017-10-06,ATP Tour 500,Outdoor,Hard,Quarterfinals,3,Goffin D.,Gasquet R.,Goffin D.,11,30,2855,1365,7-5 6-2
Rakuten Japan Open Tennis Championships,Japan,Tokyo,"[139.6503, 35.6762]",2017-10-06,ATP Tour 500,Outdoor,Hard,Quarterfinals,3,Harrison R.,Cilic M.,Cilic M.,52,5,920,4155,2-6 0-6
Rakuten Japan Open Tennis Championships,Japan,Tokyo,"[139.6503, 35.6762]",2017-10-06,ATP Tour 500,Outdoor,Hard,Quarterfinals,3,Mannarino A.,Sugita Y.,Mannarino A.,31,40,1335,1127,6-2 6-4
Rakuten Japan Open Tennis Championships,Japan,Tokyo,"[139.6503, 35.6762]",2017-10-07,ATP Tour 500,Outdoor,Hard,Semifinals,3,Schwartzman D.,Goffin D.,Goffin D.,29,11,1585,2855,6-7 6-7
Rakuten Japan Open Tennis Championships,Japan,Tokyo,"[139.6503, 35.6762]",2017-10-07,ATP Tour 500,Outdoor,Hard,Semifinals,3,Mannarino A.,Cilic M.,Mannarino A.,31,5,1335,4155,6-7 6-4 6-0
Rakuten Japan Open Tennis Championships,Japan,Tokyo,"[139.6503, 35.6762]",2017-10-08,ATP Tour 500,Outdoor,Hard,The Final,3,Mannarino A.,Goffin D.,Goffin D.,31,11,1335,2855,3-6 5-7
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-08,ATP Masters 1000,Outdoor,Hard,1st Round,3,Donaldson J.,Cuevas P.,Donaldson J.,56,32,883,1325,6-7 6-4 6-4
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-08,ATP Masters 1000,Outdoor,Hard,1st Round,3,Wu Y.,Simon G.,Simon G.,324,47,149,980,3-6 4-6
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-08,ATP Masters 1000,Outdoor,Hard,1st Round,3,Fognini F.,Verdasco F.,Fognini F.,28,43,1650,1090,2-6 6-4 6-2
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-08,ATP Masters 1000,Outdoor,Hard,1st Round,3,Medvedev D.,Pouille L.,Pouille L.,64,24,814,1825,4-6 2-6
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-09,ATP Masters 1000,Outdoor,Hard,1st Round,3,Gasquet R.,Haase R.,Gasquet R.,31,44,1410,1085,6-7 7-5 6-2
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-09,ATP Masters 1000,Outdoor,Hard,1st Round,3,Karlovic I.,Lopez F.,Lopez F.,52,34,910,1295,6-7 6-7
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-09,ATP Masters 1000,Outdoor,Hard,1st Round,3,Ramos-Vinolas A.,Sousa J.,Ramos-Vinolas A.,25,63,1755,825,3-6 6-3 7-5
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-09,ATP Masters 1000,Outdoor,Hard,1st Round,3,Bautista Agut R.,Chung H.,Chung H.,13,60,2525,860,4-6 3-6
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-09,ATP Masters 1000,Outdoor,Hard,1st Round,3,Tiafoe F.,Paire B.,Tiafoe F.,92,38,588,1190,6-4 6-4
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-09,ATP Masters 1000,Outdoor,Hard,1st Round,3,Khachanov K.,Tsitsipas S.,Tsitsipas S.,40,131,1125,444,5-7 3-6
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-09,ATP Masters 1000,Outdoor,Hard,1st Round,3,Edmund K.,Vesely J.,Edmund K.,53,62,902,825,6-3 6-2
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-09,ATP Masters 1000,Outdoor,Hard,1st Round,3,Basilashvili N.,Del Potro J.M.,Del Potro J.M.,59,23,862,1865,2-6 6-3 4-6
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-09,ATP Masters 1000,Outdoor,Hard,1st Round,3,Rublev A.,Dzumhur D.,Rublev A.,35,37,1247,1191,6-1 4-6 6-1
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-09,ATP Masters 1000,Outdoor,Hard,1st Round,3,Chardy J.,Wu D.,Wu D.,83,233,630,217,6-7 2-6
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-10,ATP Masters 1000,Outdoor,Hard,1st Round,3,Isner J.,Lajovic D.,Isner J.,16,73,2470,707,4-6 7-6 7-6
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-10,ATP Masters 1000,Outdoor,Hard,1st Round,3,Zhang Ze,Harrison R.,Harrison R.,221,46,231,990,2-6 3-6
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-10,ATP Masters 1000,Outdoor,Hard,1st Round,3,Bedene A.,Lorenzi P.,Bedene A.,48,39,968,1190,6-1 6-4
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-10,ATP Masters 1000,Outdoor,Hard,1st Round,3,Mannarino A.,Anderson K.,Anderson K.,29,15,1570,2470,3-6 1-6
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-10,ATP Masters 1000,Outdoor,Hard,1st Round,3,Schwartzman D.,Thompson J.,Schwartzman D.,26,72,1720,717,6-4 7-6
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-10,ATP Masters 1000,Outdoor,Hard,1st Round,3,Shapovalov D.,Troicki V.,Troicki V.,50,54,926,895,7-6 3-6 0-6
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-10,ATP Masters 1000,Outdoor,Hard,1st Round,3,Querrey S.,Sugita Y.,Querrey S.,17,36,2445,1209,6-3 6-2
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-10,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Carreno Busta P.,Ramos-Vinolas A.,Ramos-Vinolas A.,11,25,2855,1755,5-7 5-7
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-10,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Fognini F.,Pouille L.,Fognini F.,28,24,1650,1825,7-6 6-3
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-10,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Rublev A.,Del Potro J.M.,Del Potro J.M.,35,23,1247,1865,3-6 4-6
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-10,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Gasquet R.,Chung H.,Gasquet R.,31,60,1410,860,3-6 6-4 6-3
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-10,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Edmund K.,Cilic M.,Cilic M.,53,5,902,4155,3-6 6-7
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-11,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Dimitrov G.,Harrison R.,Dimitrov G.,9,46,3455,990,3-6 6-3 7-6
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-11,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Tiafoe F.,Querrey S.,Querrey S.,92,17,588,2445,3-6 6-7
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-11,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Simon G.,Goffin D.,Simon G.,47,10,980,3055,7-6 6-3
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-11,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Anderson K.,Struff J.L.,Struff J.L.,15,58,2470,863,6-7 6-7
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-11,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Dolgopolov O.,Lopez F.,Dolgopolov O.,41,34,1116,1295,7-6 1-6 6-4
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-11,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Donaldson J.,Nadal R.,Nadal R.,56,1,883,9875,2-6 1-6
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-11,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Federer R.,Schwartzman D.,Federer R.,2,26,7505,1720,7-6 6-4
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-11,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Tsitsipas S.,Isner J.,Isner J.,131,16,444,2470,6-7 6-7
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-11,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Johnson S.,Wu D.,Johnson S.,45,233,1045,217,6-2 6-1
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-11,ATP Masters 1000,Outdoor,Hard,2nd Round,3,Thiem D.,Troicki V.,Troicki V.,7,54,3925,895,3-6 6-3 6-7
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-12,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Dimitrov G.,Querrey S.,Dimitrov G.,9,17,3455,2445,6-3 7-6
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-12,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Zverev A.,Del Potro J.M.,Del Potro J.M.,4,23,4400,1865,6-3 6-7 4-6
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-12,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Ramos-Vinolas A.,Struff J.L.,Ramos-Vinolas A.,25,58,1755,863,7-6 6-4
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-12,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Johnson S.,Cilic M.,Cilic M.,45,5,1045,4155,6-7 4-6
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-12,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Gasquet R.,Simon G.,Gasquet R.,31,47,1410,980,7-5 6-7 6-3
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-12,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Fognini F.,Nadal R.,Nadal R.,28,1,1650,9875,3-6 1-6
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-12,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Federer R.,Dolgopolov O.,Federer R.,2,41,7505,1116,6-4 6-2
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-12,ATP Masters 1000,Outdoor,Hard,3rd Round,3,Isner J.,Troicki V.,Troicki V.,16,54,2470,895,4-6 6-7
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-13,ATP Masters 1000,Outdoor,Hard,Quarterfinals,3,Cilic M.,Ramos-Vinolas A.,Cilic M.,5,25,4155,1755,6-3 6-4
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-13,ATP Masters 1000,Outdoor,Hard,Quarterfinals,3,Dimitrov G.,Nadal R.,Nadal R.,9,1,3455,9875,4-6 7-6 3-6
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-13,ATP Masters 1000,Outdoor,Hard,Quarterfinals,3,Del Potro J.M.,Troicki V.,Del Potro J.M.,23,54,1865,895,4-6 6-1 6-4
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-13,ATP Masters 1000,Outdoor,Hard,Quarterfinals,3,Gasquet R.,Federer R.,Federer R.,31,2,1410,7505,5-7 4-6
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-14,ATP Masters 1000,Outdoor,Hard,Semifinals,3,Nadal R.,Cilic M.,Nadal R.,1,5,9875,4155,7-5 7-6
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-14,ATP Masters 1000,Outdoor,Hard,Semifinals,3,Del Potro J.M.,Federer R.,Federer R.,23,2,1865,7505,6-3 3-6 3-6
Shanghai Masters,China,Shanghai,"[121.4737, 31.2304]",2017-10-15,ATP Masters 1000,Outdoor,Hard,The Final,3,Federer R.,Nadal R.,Federer R.,2,1,7505,9875,6-4 6-3
European Open,Belgium,Antwerp,"[4.4025, 51.2194]",2017-10-16,ATP Tour 250,Indoor,Hard,1st Round,3,Pella G.,Karlovic I.,Karlovic I.,64,51,792,910,6-3 5-7 6-7
European Open,Belgium,Antwerp,"[4.4025, 51.2194]",2017-10-16,ATP Tour 250,Indoor,Hard,1st Round,3,Stakhovsky S.,Donaldson J.,Stakhovsky S.,102,52,534,908,7-6 6-4
European Open,Belgium,Antwerp,"[4.4025, 51.2194]",2017-10-16,ATP Tour 250,Indoor,Hard,1st Round,3,Gojowczyk P.,Bemelmans R.,Bemelmans R.,68,98,767,544,6-4 6-7 6-7
European Open,Belgium,Antwerp,"[4.4025, 51.2194]",2017-10-17,ATP Tour 250,Indoor,Hard,1st Round,3,Laaksonen H.,Dolgopolov O.,Laaksonen H.,96,36,566,1231,6-2 7-6
European Open,Belgium,Antwerp,"[4.4025, 51.2194]",2017-10-17,ATP Tour 250,Indoor,Hard,1st Round,3,Paire B.,Sousa J.,Sousa J.,39,61,1155,825,4-6 7-6 5-7
European Open,Belgium,Antwerp,"[4.4025, 51.2194]",2017-10-17,ATP Tour 250,Indoor,Hard,1st Round,3,Tiafoe F.,Mayer F.,Tiafoe F.,79,66,650,788,6-3 6-4
European Open,Belgium,Antwerp,"[4.4025, 51.2194]",2017-10-17,ATP Tour 250,Indoor,Hard,1st Round,3,Shapovalov D.,Escobedo E.,Escobedo E.,50,114,926,487,6-7 4-6
European Open,Belgium,Antwerp,"[4.4025, 51.2194]",2017-10-17,ATP Tour 250,Indoor,Hard,1st Round,3,Tsitsipas S.,Cuevas P.,Tsitsipas S.,122,33,466,1325,6-1 6-4
European Open,Belgium,Antwerp,"[4.4025, 51.2194]",2017-10-17,ATP Tour 250,Indoor,Hard,1st Round,3,Setkic A.,De Schepper K.,De Schepper K.,165,155,321,352,2-6 1-6
European Open,Belgium,Antwerp,"[4.4025, 51.2194]",2017-10-17,ATP Tour 250,Indoor,Hard,1st Round,3,Ferrer D.,Travaglia S.,Ferrer D.,31,131,1425,432,4-6 6-4 7-6
European Open,Belgium,Antwerp,"[4.4025, 51.2194]",2017-10-18,ATP Tour 250,Indoor,Hard,2nd Round,3,Stakhovsky S.,Sousa J.,Sousa J.,102,61,534,825,7-5 4-6 4-6
European Open,Belgium,Antwerp,"[4.4025, 51.2194]",2017-10-18,ATP Tour 250,Indoor,Hard,2nd Round,3,Benneteau J.,Laaksonen H.,Benneteau J.,93,96,575,566,6-1 6-1
European Open,Belgium,Antwerp,"[4.4025, 51.2194]",2017-10-18,ATP Tour 250,Indoor,Hard,2nd Round,3,Kyrgios N.,Bemelmans R.,Bemelmans R.,20,98,2010,544,7-6 3-6 3-6
European Open,Belgium,Antwerp,"[4.4025, 51.2194]",2017-10-19,ATP Tour 250,Indoor,Hard,2nd Round,3,Schwartzman D.,Escobedo E.,Schwartzman D.,26,114,1720,487,6-3 7-6
European Open,Belgium,Antwerp,"[4.4025, 51.2194]",2017-10-19,ATP Tour 250,Indoor,Hard,2nd Round,3,De Schepper K.,Tsonga J.W.,Tsonga J.W.,155,17,352,2285,4-6 3-6
European Open,Belgium,Antwerp,"[4.4025, 51.2194]",2017-10-19,ATP Tour 250,Indoor,Hard,2nd Round,3,Goffin D.,Tiafoe F.,Goffin D.,10,79,2885,650,7-6 6-2
European Open,Belgium,Antwerp,"[4.4025, 51.2194]",2017-10-19,ATP Tour 250,Indoor,Hard,2nd Round,3,Darcis S.,Ferrer D.,Ferrer D.,65,31,791,1425,5-7 7-5 3-6
European Open,Belgium,Antwerp,"[4.4025, 51.2194]",2017-10-20,ATP Tour 250,Indoor,Hard,Quarterfinals,3,Bemelmans R.,Sousa J.,Bemelmans R.,98,61,544,825,4-6 7-6 6-4
